diff_resolution,diff_framerate,diff_bitrate,diff_ratio,frames,umem,duration,size,codec_vp8,codec_h264,codec_mpeg4,o_codec_vp8,o_codec_h264,o_codec_mpeg4,utime
-1996800,-2.0,-259827,-0.4444444444444444,456,219480,33.09,1154731,0,1,0,1,0,0,25.366
-1152000,17.0,822703,0.0,12795,670096,426.945,56821235,0,1,0,0,1,0,29.758
0,6.007017000000001,1574626,0.0,34208,315676,1140.349,341338789,1,0,0,0,1,0,45.319
0,10.0,-4440166,0.0,7065,221152,282.56,19773349,0,1,0,0,1,0,10.593
-230400,-9.0,-5207,0.0,975,217080,64.933,1921961,0,0,0,0,1,0,11.969
-614400,1.0398770000000006,516982,-0.4444444444444444,8163,320884,326.583,43108248,1,0,0,0,1,0,38.126
-896256,-17.97,-3217,-0.5555555555555554,3478,308868,290.01666,1913509,0,0,1,0,1,0,17.793
614400,9.0,-2792516,0.4444444444444444,4017,219656,167.39166,46189307,0,1,0,1,0,0,11.837
-1996800,14.0,97059,-0.4444444444444444,7494,641752,250.017,4783444,0,1,0,0,1,0,21.149
-844800,4.0,-385941,-0.4444444444444444,7494,218664,250.017,4783444,0,1,0,1,0,0,17.013
0,18.0,5453818,0.0,1170,215940,39.055,29256190,0,1,0,1,0,0,29.062
-1996800,-14.0,-294509,-0.4444444444444444,4081,221152,340.424,10403848,0,0,0,1,0,0,19.201
-844800,3.0,-583207,-0.4444444444444444,975,296648,64.933,1921961,0,0,0,0,1,0,28.73
-1996800,-14.969999999999999,180793,-0.4444444444444444,975,217080,64.933,1921961,0,0,0,0,0,1,14.697
-1152000,4.0,2517449,0.0,1109,219480,37.011665,12766479,0,1,0,1,0,0,48.511
614400,-16.487333,-2205925,0.4444444444444444,10112,174664,750.433,74487589,1,0,0,0,1,0,18.937
1766400,15.0,992818,0.4444444444444444,1170,216020,39.055,29256190,0,1,0,0,1,0,44.699
-1900800,10.0,46705,-0.4444444444444444,1056,661496,42.2,1522924,0,1,0,0,1,0,29.534
-614400,-0.9699999999999989,-2643963,-0.4444444444444444,2593,219656,86.486,3849030,0,1,0,0,0,1,12.317
-1766400,13.039877,235982,-0.4444444444444444,8163,212880,326.583,43108248,1,0,0,1,0,0,21.541
-1152000,0.0,-2792516,0.0,4017,219656,167.39166,46189307,0,1,0,0,0,1,15.133
-1152000,1.4826669999999993,685075,0.0,10112,665984,750.433,74487589,1,0,0,0,1,0,18.385
-1900800,0.0,-166999,-0.4444444444444444,1318,646108,52.68,2449633,0,1,0,0,1,0,67.644
-1996800,4.0,-666941,-0.4444444444444444,7494,218664,250.017,4783444,0,1,0,1,0,0,34.55
-1152000,4.0,-2240551,0.0,1109,219480,37.011665,12766479,0,1,0,0,0,1,16.389
-281856,-13.0,-4944604,-0.11111111111111094,3803,165700,316.95166,2194752,0,0,1,0,1,0,19.645
-1152000,-4.942152999999998,-3388058,0.0,9886,664832,395.44,79678319,1,0,0,0,1,0,74.089
-1900800,6.029411,77895,-0.4444444444444444,1021,165700,34.168,798230,1,0,0,1,0,0,28.874
614400,0.027847000000001287,1072942,0.4444444444444444,9886,221160,395.44,79678319,1,0,0,0,1,0,12.097
-844800,4.0,130336,-0.4444444444444444,6078,221160,203.198,6079081,0,0,0,1,0,0,18.021
-896256,-12.0,-2943892,-0.5555555555555554,10879,317068,906.5983,6358485,0,0,1,0,1,0,43.807
-896256,-17.97,-763848,-0.5555555555555554,21227,223580,1768.9417,12416387,0,0,1,1,0,0,14.937
-1152000,-1.020779000000001,-2558138,0.0,9232,645140,385.052,21267505,1,0,0,0,1,0,62.184
-748800,0.0,-4461548,-0.4444444444444444,5628,322456,225.08,15149369,0,1,0,0,1,0,71.188
-1900800,14.0,-132092,-0.4444444444444444,4733,219464,157.891,8030894,0,1,0,1,0,0,26.018
-2048256,-13.0,-485293,-0.5555555555555554,2128,163024,177.33333,1190517,0,0,1,1,0,0,19.173
-896256,-3.0,-53448,-0.5555555555555554,1184,310208,98.683334,685260,0,0,1,0,1,0,10.929
-1996800,1.0,163273,-0.4444444444444444,1104,218932,43.827,1491614,0,0,0,1,0,0,34.122
1766400,11.0,2971852,0.4444444444444444,3050,217348,127.221664,48993895,0,1,0,1,0,0,11.273
0,15.052520000000001,-3612900,0.0,14305,165700,476.957,82698405,1,0,0,1,0,0,16.381
-748800,-9.0,241373,-0.4444444444444444,3280,82972,204.938,7617894,0,1,0,1,0,0,10.037
0,-16.487333,-25925,0.0,10112,165700,750.433,74487589,1,0,0,1,0,0,17.741
-844800,-4.894340999999997,-404666,-0.4444444444444444,7623,320576,304.927,5120280,1,0,0,0,1,0,36.766
-1900800,13.0,179705,-0.4444444444444444,1056,216820,42.2,1522924,0,1,0,1,0,0,15.489
-1900800,1.0,-4461548,-0.4444444444444444,5628,216820,225.08,15149369,0,1,0,1,0,0,39.974
0,0.08252000000000237,1331100,0.0,14305,321720,476.957,82698405,1,0,0,0,1,0,18.277
-844800,-0.9699999999999989,183336,-0.4444444444444444,6078,299604,203.198,6079081,0,0,0,0,1,0,17.777
0,15.0,5172818,0.0,1170,215940,39.055,29256190,0,1,0,1,0,0,34.294
0,5.052520000000001,1145100,0.0,14305,322172,476.957,82698405,1,0,0,0,1,0,25.79
-134400,0.030000000000001137,-4602888,0.0,3330,216820,110.966995,5508291,0,1,0,1,0,0,13.725
-2048256,-12.0,-2942435,-0.5555555555555554,3074,652544,256.20834,1843600,0,0,1,0,1,0,82.841
-134400,4.0,164908,0.0,4733,219464,157.891,8030894,0,1,0,0,1,0,11.341
-896256,-17.97,-2948775,-0.5555555555555554,792,219480,67.583336,432749,0,0,1,1,0,0,11.417
0,13.039877,-1944018,0.0,8163,215712,326.583,43108248,1,0,0,0,1,0,20.797
0,-6.969999999999999,5890648,0.0,7830,218932,326.58832,244926878,0,1,0,0,0,1,18.929
-1900800,15.0,326461,-0.4444444444444444,2318,219480,77.233,3692330,0,1,0,1,0,0,20.073
-1766400,5.0,567256,-0.4444444444444444,2862,221160,95.462,9656655,0,1,0,0,0,1,12.249
1152000,6.0,5172818,0.0,1170,376304,39.055,29256190,0,1,0,0,1,0,60.328
-2048256,-13.0,-4942435,-0.5555555555555554,3074,219480,256.20834,1843600,0,0,1,1,0,0,16.633
-134400,1.0,-2627999,0.0,1318,155028,52.68,2449633,0,1,0,0,1,0,36.318
-1900800,0.0,130001,-0.4444444444444444,1318,140080,52.68,2449633,0,1,0,1,0,0,36.466
-2048256,-3.0,-4945410,-0.5555555555555554,1564,631696,130.35667,889537,0,0,1,0,1,0,96.814
-1996800,-13.0,-2755509,-0.4444444444444444,4081,221152,340.424,10403848,0,0,0,1,0,0,26.394
0,17.0,525703,0.0,12795,332992,426.945,56821235,0,1,0,0,1,0,24.294
-1152000,18.002232,1943426,0.0,13441,217080,448.575,115083398,1,0,0,1,0,0,29.286
-748800,0.05919800000000208,-102209,-0.4444444444444444,8228,216820,274.541,4797322,1,0,0,1,0,0,17.409
-1900800,0.0,-38802,-0.4444444444444444,5978,676668,239.14166,14952277,0,1,0,0,1,0,68.256
-896256,-12.0,-2944695,-0.5555555555555554,894,309356,74.535,515272,0,0,1,0,1,0,37.846
-1996800,5.0,-2732968,-0.4444444444444444,4913,219656,163.897,5470732,0,0,0,0,0,1,12.285
0,17.0,-173568,0.0,11523,217840,384.451,31065203,0,1,0,0,1,0,12.209
-147456,-13.0,-4943892,-0.11111111111111094,10879,165668,906.5983,6358485,0,0,1,0,1,0,11.197
-1152000,6.119403999999999,1738268,0.0,4036,101788,134.776,38365135,1,0,0,1,0,0,48.767
614400,-4.969999999999999,-2114411,0.4444444444444444,3945,216056,157.80167,56918844,0,1,0,1,0,0,13.513
-1152000,4.968605,1868309,0.0,25773,262592,860.056,289012098,1,0,0,1,0,0,61.704
0,1.0398770000000006,235982,0.0,8163,215712,326.583,43108248,1,0,0,0,1,0,20.125
0,1.0659330000000011,-3428997,0.0,6843,219656,273.816,53770740,1,0,0,1,0,0,52.911
-281856,-17.97,-190775,-0.11111111111111094,792,219480,67.583336,432749,0,0,1,0,1,0,11.337
-2048256,-13.0,-763584,-0.5555555555555554,3733,634888,311.1,2193902,0,0,1,0,1,0,46.819
-1996800,-4.894340999999997,25334,-0.4444444444444444,7623,660284,304.927,5120280,1,0,0,0,1,0,33.734
-896256,-17.97,-185892,-0.5555555555555554,10879,316300,906.5983,6358485,0,0,1,0,1,0,25.554
-896256,-12.0,-2943892,-0.5555555555555554,10879,165668,906.5983,6358485,0,0,1,1,0,0,13.333
0,1.0,-2627999,0.0,1318,155028,52.68,2449633,0,1,0,0,1,0,20.977
-896256,-17.97,-768918,-0.5555555555555554,1716,309036,143.03334,913312,0,0,1,0,1,0,41.047
96000,-0.9699999999999989,-339875,0.0,8755,219480,292.092,17530090,0,1,0,0,1,0,10.365
-1766400,10.039877,813982,-0.4444444444444444,8163,650200,326.583,43108248,1,0,0,0,1,0,43.207
-748800,5.0,391449,-0.4444444444444444,6676,217336,222.53334,13920824,0,1,0,1,0,0,16.209
-896256,-13.0,1565,-0.5555555555555554,3074,323240,256.20834,1843600,0,0,1,0,1,0,13.981
-896256,-17.97,-487775,-0.5555555555555554,792,309428,67.583336,432749,0,0,1,0,1,0,33.342
-844800,0.0,163273,-0.4444444444444444,1104,296876,43.827,1491614,0,0,0,0,1,0,24.218
0,15.0,5172818,0.0,1170,215848,39.055,29256190,0,1,0,0,0,1,15.401
-1996800,-10.0,216898,-0.4444444444444444,1050,219656,69.933,2385577,0,0,0,1,0,0,21.993
-2048256,0.0,-481435,-0.5555555555555554,3074,219480,256.20834,1843600,0,0,1,1,0,0,17.017
0,-4.969999999999999,2643589,0.0,3945,344512,157.80167,56918844,0,1,0,0,1,0,30.386
-134400,-0.9699999999999989,371125,0.0,8755,219480,292.092,17530090,0,1,0,1,0,0,10.277
748800,6.052520000000001,-1612900,0.4444444444444444,14305,165700,476.957,82698405,1,0,0,0,1,0,19.125
-1996800,-4.969999999999999,-4835983,-0.4444444444444444,11826,220808,473.0,9697521,0,1,0,0,0,1,17.685
-896256,-12.0,-4943283,-0.5555555555555554,839,221152,69.93833,495843,0,0,1,1,0,0,10.565
-1900800,6.0,444449,-0.4444444444444444,6676,217332,222.53334,13920824,0,1,0,0,0,1,11.869
-1152000,0.03223200000000048,-947574,0.0,13441,217080,448.575,115083398,1,0,0,1,0,0,84.249
-1900800,1.0,263001,-0.4444444444444444,1318,139940,52.68,2449633,0,1,0,0,0,1,13.621
0,1.0,793586,0.0,2669,219480,106.765,11338266,0,1,0,1,0,0,16.377
-748800,1.0,191437,-0.4444444444444444,12266,219480,490.6,18424328,0,1,0,1,0,0,15.981
-1900800,14.0,-4916946,-0.4444444444444444,6520,217080,217.518,2258222,0,1,0,1,0,0,17.397
1152000,-1.0,2260852,0.0,3050,395440,127.221664,48993895,0,1,0,0,1,0,53.631
-896256,-3.0,-2943283,-0.5555555555555554,839,311484,69.93833,495843,0,0,1,0,1,0,29.742
-1996800,5.0,211032,-0.4444444444444444,4913,219656,163.897,5470732,0,0,0,1,0,0,25.514
0,0.06593300000000113,-1428997,0.0,6843,219656,273.816,53770740,1,0,0,0,0,1,13.481
-1900800,-0.9699999999999989,350908,-0.4444444444444444,4733,219464,157.891,8030894,0,1,0,0,0,1,15.913
-614400,0.9986229999999985,-29596,-0.4444444444444444,18149,320016,726.047,46231421,1,0,0,0,1,0,33.494
-1996800,17.0,158032,-0.4444444444444444,4913,615892,163.897,5470732,0,0,0,0,1,0,19.093
614400,0.027847000000001287,791942,0.4444444444444444,9886,221160,395.44,79678319,1,0,0,0,1,0,12.953
-1766400,1.0217400000000012,-26904,-0.4444444444444444,9208,221152,368.32,1339625,1,0,0,1,0,0,26.83
748800,-4.969999999999999,2829589,0.4444444444444444,3945,216020,157.80167,56918844,0,1,0,1,0,0,10.833
614400,5.981791999999999,113356,0.4444444444444444,21407,165564,714.371,58253046,1,0,0,0,1,0,20.281
-1996800,10.032558000000002,-13097,-0.4444444444444444,16146,218932,645.84,7742262,1,0,0,1,0,0,20.625
-2048256,-12.0,-482283,-0.5555555555555554,839,221152,69.93833,495843,0,0,1,0,0,1,10.897
-1900800,-4.969999999999999,263001,-0.4444444444444444,1318,139940,52.68,2449633,0,1,0,0,0,1,16.377
1900800,-2.0,5460648,0.4444444444444444,7830,218932,326.58832,244926878,0,1,0,0,1,0,21.405
-1900800,10.0,244437,-0.4444444444444444,12266,654972,490.6,18424328,0,1,0,0,1,0,29.262
1152000,8.0,-1919148,0.0,3050,396916,127.221664,48993895,0,1,0,0,1,0,71.908
0,13.065933000000001,-3428997,0.0,6843,219656,273.816,53770740,1,0,0,1,0,0,33.938
-1152000,5.0,822703,0.0,12795,675940,426.945,56821235,0,1,0,0,1,0,41.847
-2048256,0.0,-52892,-0.5555555555555554,10879,648272,906.5983,6358485,0,0,1,0,1,0,23.137
-96000,13.0,-2835983,0.0,11826,220900,473.0,9697521,0,1,0,0,1,0,14.533
134400,10.039877,516982,0.0,8163,215712,326.583,43108248,1,0,0,0,1,0,11.033
1152000,-1.0,80852,0.0,3050,217348,127.221664,48993895,0,1,0,0,0,1,12.125
-230400,3.0,-302207,0.0,975,217080,64.933,1921961,0,0,0,0,1,0,11.273
0,0.0370170000000023,-605374,0.0,34208,315872,1140.349,341338789,1,0,0,0,1,0,80.469
-1152000,1.4826669999999993,-4205925,0.0,10112,165700,750.433,74487589,1,0,0,1,0,0,19.113
-1900800,0.0,-4461548,-0.4444444444444444,5628,216820,225.08,15149369,0,1,0,1,0,0,40.175
0,14.0,955703,0.0,12795,331968,426.945,56821235,0,1,0,0,1,0,15.029
-230400,13.032558000000002,-724097,0.0,16146,219200,645.84,7742262,1,0,0,0,1,0,13.829
-896256,-12.0,-184435,-0.5555555555555554,3074,317308,256.20834,1843600,0,0,1,0,1,0,23.477
0,17.0,1008703,0.0,12795,332880,426.945,56821235,0,1,0,0,1,0,12.033
-2048256,0.0,-483695,-0.5555555555555554,894,631776,74.535,515272,0,0,1,0,1,0,38.158
-134400,18.0,-319551,0.0,6676,217348,222.53334,13920824,0,1,0,0,1,0,12.745
1152000,-6.969999999999999,999648,0.0,7830,218932,326.58832,244926878,0,1,0,0,0,0,10.033
-844800,-5.969999999999999,-282196,-0.4444444444444444,9954,50456,414.708,13312338,0,0,0,0,0,1,11.137
-844800,0.030000000000001137,225642,-0.4444444444444444,13230,219656,440.967,15524405,0,1,0,1,0,0,16.141
1900800,-2.0,999648,0.4444444444444444,7830,218932,326.58832,244926878,0,1,0,1,0,0,18.485
-134400,-0.9699999999999989,371125,0.0,8755,219480,292.092,17530090,0,1,0,0,1,0,13.981
1900800,-1.0,2838852,0.4444444444444444,3050,217348,127.221664,48993895,0,1,0,1,0,0,12.425
1996800,6.0,5453818,0.4444444444444444,1170,215848,39.055,29256190,0,1,0,0,0,1,10.069
-748800,5.0,-4309959,-0.4444444444444444,2417,330052,80.536,6946645,0,1,0,0,1,0,101.438
-748800,-2.0,399160,-0.4444444444444444,6882,216820,286.995,18229956,0,1,0,0,0,1,10.017
0,0.0,1387484,0.0,4017,219656,167.39166,46189307,0,1,0,1,0,0,23.753
-614400,4.0,300037,-0.4444444444444444,2593,335044,86.486,3849030,0,1,0,0,1,0,15.801
0,-1.020779000000001,199862,0.0,9232,219480,385.052,21267505,1,0,0,1,0,0,16.257
-1996800,-2.0,-259827,-0.4444444444444444,456,633280,33.09,1154731,0,1,0,0,1,0,51.095
-614400,1.0,20834,-0.4444444444444444,7065,221152,282.56,19773349,0,1,0,1,0,0,16.529
-1152000,-4.969999999999999,-114411,0.0,3945,216056,157.80167,56918844,0,1,0,1,0,0,50.835
1766400,0.030000000000001137,5453818,0.4444444444444444,1170,215848,39.055,29256190,0,1,0,0,0,1,10.529
-614400,3.0,916572,-0.4444444444444444,956,219656,63.667,7740095,0,1,0,1,0,0,15.313
-748800,-4.969999999999999,-519563,-0.4444444444444444,12266,219480,490.6,18424328,0,1,0,1,0,0,22.093
-2048256,-12.0,-4944604,-0.5555555555555554,3803,165700,316.95166,2194752,0,0,1,1,0,0,27.494
-1152000,13.027847000000001,1555942,0.0,9886,661860,395.44,79678319,1,0,0,0,1,0,13.613
-134400,6.0,-243021,0.0,17438,218932,581.233,21504146,0,1,0,0,1,0,15.897
-614400,5.0,-2190744,-0.4444444444444444,2862,221160,95.462,9656655,0,1,0,1,0,0,25.526
-844800,-6.2942476,-472320,-0.4444444444444444,2579,314308,452.689,3773200,1,0,0,0,1,0,29.374
0,10.0,2643589,0.0,3945,345064,157.80167,56918844,0,1,0,0,1,0,19.793
-748800,14.0,297908,-0.4444444444444444,4733,327936,157.891,8030894,0,1,0,0,1,0,13.201
0,10.027847000000001,-3388058,0.0,9886,319004,395.44,79678319,1,0,0,0,1,0,17.889
-748800,0.0,-2499802,-0.4444444444444444,5978,105224,239.14166,14952277,0,1,0,1,0,0,25.494
-1996800,-12.0,-540827,-0.4444444444444444,456,219480,33.09,1154731,0,1,0,1,0,0,25.122
-748800,18.0,-2617539,-0.4444444444444444,2318,219480,77.233,3692330,0,1,0,1,0,0,13.353
-1996800,-14.969999999999999,-266102,-0.4444444444444444,1050,608096,69.933,2385577,0,0,0,0,1,0,61.02
-614400,5.062963,410967,-0.4444444444444444,8117,219480,270.655,22091130,1,0,0,1,0,0,23.193
-896256,-3.0,-763283,-0.5555555555555554,839,221152,69.93833,495843,0,0,1,1,0,0,10.713
0,0.08252000000000237,848100,0.0,14305,321860,476.957,82698405,1,0,0,0,1,0,38.07
614400,-5.969999999999999,1387484,0.4444444444444444,4017,219656,167.39166,46189307,0,1,0,1,0,0,13.849
-147456,-3.0,-4946293,-0.11111111111111094,2128,164736,177.33333,1190517,0,0,1,0,1,0,10.141
1996800,6.0,2992818,0.4444444444444444,1170,215848,39.055,29256190,0,1,0,0,0,1,10.141
0,-0.9699999999999989,-129959,0.0,2417,219480,80.536,6946645,0,1,0,1,0,0,12.513
-1152000,5.002231999999999,-947574,0.0,13441,217080,448.575,115083398,1,0,0,1,0,0,74.241
-2048256,-12.0,-481435,-0.5555555555555554,3074,219480,256.20834,1843600,0,0,1,0,0,1,10.169
-96000,10.0,-2835983,0.0,11826,220900,473.0,9697521,0,1,0,0,1,0,16.237
-844800,10.0,-2727727,-0.4444444444444444,1104,296184,43.827,1491614,0,0,0,0,1,0,57.836
748800,5.0,-1935297,0.4444444444444444,12795,219480,426.945,56821235,0,1,0,0,1,0,19.897
-1766400,5.0,404432,-0.4444444444444444,11523,217568,384.451,31065203,0,1,0,1,0,0,35.098
-134400,4.0,-132092,0.0,4733,219464,157.891,8030894,0,1,0,0,1,0,14.341
-1152000,-4.942152999999998,791942,0.0,9886,221160,395.44,79678319,1,0,0,0,0,1,14.753
-1996800,0.0,-4749724,-0.4444444444444444,6382,216820,255.28,7986338,0,0,0,1,0,0,52.747
-844800,17.0,-247850,-0.4444444444444444,6491,194308,216.55,7881069,0,1,0,1,0,0,10.845
-844800,0.0756590000000017,-2865666,-0.4444444444444444,7623,216820,304.927,5120280,1,0,0,1,0,0,21.261
-1900800,-0.9699999999999989,634041,-0.4444444444444444,2417,219480,80.536,6946645,0,1,0,1,0,0,51.415
0,18.0,5453818,0.0,1170,215848,39.055,29256190,0,1,0,0,0,1,14.393
-1900800,1.0,263001,-0.4444444444444444,1318,140080,52.68,2449633,0,1,0,1,0,0,33.334
-1900800,1.0,-638040,-0.4444444444444444,9484,219480,379.32,8627672,0,1,0,1,0,0,31.714
-896256,-12.0,-3217,-0.5555555555555554,3478,306360,290.01666,1913509,0,0,1,0,1,0,18.061
-844800,5.0,-528850,-0.4444444444444444,6491,197120,216.55,7881069,0,1,0,1,0,0,17.673
-1152000,5.981791999999999,596356,0.0,21407,677160,714.371,58253046,1,0,0,0,1,0,39.498
-1900800,0.030000000000001137,548993,-0.4444444444444444,2207,98452,73.533,7270511,0,1,0,1,0,0,53.187
0,14.981791999999999,410356,0.0,21407,326672,714.371,58253046,1,0,0,0,1,0,21.681
-844800,1.0,216273,-0.4444444444444444,1104,218932,43.827,1491614,0,0,0,1,0,0,16.705
-896256,-13.0,-4946293,-0.5555555555555554,2128,310864,177.33333,1190517,0,0,1,0,1,0,50.911
-2048256,-17.97,-186695,-0.5555555555555554,894,219200,74.535,515272,0,0,1,0,0,1,13.769
-96000,-4.969999999999999,-569724,0.0,6382,216820,255.28,7986338,0,0,0,0,1,0,16.165
-2048256,-12.0,-52892,-0.5555555555555554,10879,165668,906.5983,6358485,0,0,1,0,0,1,11.933
-748800,1.0,444198,-0.4444444444444444,5978,335244,239.14166,14952277,0,1,0,0,1,0,17.517
0,0.05919800000000208,-680209,0.0,8228,216820,274.541,4797322,1,0,0,0,1,0,10.705
-1152000,-0.02077900000000099,332862,0.0,9232,219480,385.052,21267505,1,0,0,0,0,1,11.933
-748800,-4.969999999999999,263001,-0.4444444444444444,1318,140080,52.68,2449633,0,1,0,1,0,0,18.637
0,0.030000000000001137,5936818,0.0,1170,216020,39.055,29256190,0,1,0,0,0,0,12.965
-844800,15.0,-538358,-0.4444444444444444,13230,331376,440.967,15524405,0,1,0,0,1,0,26.186
-1900800,1.0,-638040,-0.4444444444444444,9484,655144,379.32,8627672,0,1,0,0,1,0,52.003
-1900800,0.0,-2499802,-0.4444444444444444,5978,677376,239.14166,14952277,0,1,0,0,1,0,141.293
-844800,-4.969999999999999,8276,-0.4444444444444444,6382,216820,255.28,7986338,0,0,0,1,0,0,19.021
614400,12.0,1965484,0.4444444444444444,4017,219656,167.39166,46189307,0,1,0,0,1,0,12.049
-2048256,-17.97,-57775,-0.5555555555555554,792,633488,67.583336,432749,0,0,1,0,1,0,32.394
-1152000,5.968605,2149309,0.0,25773,259108,860.056,289012098,1,0,0,0,0,1,17.025
134400,0.0,-4440166,0.0,7065,221152,282.56,19773349,0,1,0,0,1,0,11.357
-134400,0.0,-4499802,0.0,5978,106852,239.14166,14952277,0,1,0,1,0,0,10.193
1766400,0.030000000000001137,992818,0.4444444444444444,1170,216020,39.055,29256190,0,1,0,0,1,0,68.236
-1900800,0.05919800000000208,30791,-0.4444444444444444,8228,657580,274.541,4797322,1,0,0,0,1,0,36.342
-134400,-8.0,-2702627,0.0,3280,144672,204.938,7617894,0,1,0,0,1,0,15.037
-281856,-13.0,-2943584,-0.11111111111111094,3733,221160,311.1,2193902,0,0,1,0,1,0,10.073
-1766400,-4.969999999999999,20834,-0.4444444444444444,7065,221152,282.56,19773349,0,1,0,1,0,0,34.35
134400,17.0,-2353568,0.0,11523,217852,384.451,31065203,0,1,0,0,1,0,12.781
0,5.0,2517449,0.0,1109,334304,37.011665,12766479,0,1,0,0,1,0,35.254
-1900800,6.029198000000001,-2860209,-0.4444444444444444,8228,216064,274.541,4797322,1,0,0,0,0,1,12.829
-896256,-13.0,-763584,-0.5555555555555554,3733,309964,311.1,2193902,0,0,1,0,1,0,23.429
-1900800,0.11363599999999963,-29032,-0.4444444444444444,4420,218932,176.901,596349,1,0,0,0,0,1,12.373
-1766400,18.062963,-4347033,-0.4444444444444444,8117,644792,270.655,22091130,1,0,0,0,1,0,111.803
-96000,36.0,-306641,0.0,2850,100504,118.471,3440984,0,1,0,0,1,0,10.741
-896256,-17.97,-2943283,-0.5555555555555554,839,221152,69.93833,495843,0,0,1,1,0,0,10.697
-1900800,0.1234579999999994,-4679989,-0.4444444444444444,3220,216820,107.443,4297868,1,0,0,1,0,0,54.967
-1766400,-14.969999999999999,-4027428,-0.4444444444444444,956,646612,63.667,7740095,0,1,0,0,1,0,132.948
-1996800,1.0756590000000017,78334,-0.4444444444444444,7623,663500,304.927,5120280,1,0,0,0,1,0,28.178
0,0.039877000000000606,-1944018,0.0,8163,215712,326.583,43108248,1,0,0,0,1,0,28.786
-2048256,0.0,-186210,-0.5555555555555554,1555,87092,129.61333,903900,0,0,1,1,0,0,16.961
-1766400,0.0,-2027428,-0.4444444444444444,956,657032,63.667,7740095,0,1,0,0,1,0,95.69
-2048256,-12.0,-53448,-0.5555555555555554,1184,634772,98.683334,685260,0,0,1,0,1,0,28.282
-844800,-4.937441999999997,-443097,-0.4444444444444444,16146,218932,645.84,7742262,1,0,0,0,0,1,10.421
844800,-0.9699999999999989,-3935297,0.4444444444444444,12795,219480,426.945,56821235,0,1,0,0,1,0,13.929
-1996800,-0.9699999999999989,25032,-0.4444444444444444,4913,628992,163.897,5470732,0,0,0,0,1,0,44.371
-1996800,4.0,211032,-0.4444444444444444,4913,219656,163.897,5470732,0,0,0,1,0,0,25.874
-896256,-17.97,-185848,-0.5555555555555554,21227,221160,1768.9417,12416387,0,0,1,1,0,0,10.501
-1900800,0.030000000000001137,53979,-0.4444444444444444,17438,218932,581.233,21504146,0,1,0,0,0,1,16.509
0,0.030000000000001137,2992818,0.0,1170,669188,39.055,29256190,0,1,0,0,1,0,173.059
-1766400,1.0,-11153,-0.4444444444444444,9778,219480,391.08,11284995,0,1,0,0,0,1,12.065
-896256,-12.0,-763584,-0.5555555555555554,3733,309700,311.1,2193902,0,0,1,0,1,0,22.773
-1766400,0.0,152572,-0.4444444444444444,956,219656,63.667,7740095,0,1,0,1,0,0,36.45
-1152000,0.41983000000000104,885960,0.0,1793,667664,59.883,7447655,1,0,0,0,1,0,41.507
0,5.0,992818,0.0,1170,675820,39.055,29256190,0,1,0,0,1,0,194.96
-1152000,15.007017000000001,1574626,0.0,34208,219480,1140.349,341338789,1,0,0,1,0,0,36.274
-2048256,-12.0,-4775,-0.5555555555555554,792,219480,67.583336,432749,0,0,1,1,0,0,14.205
-281856,-17.97,-4944604,-0.11111111111111094,3803,165700,316.95166,2194752,0,0,1,0,1,0,20.361
-281856,-17.97,-4942435,-0.11111111111111094,3074,219480,256.20834,1843600,0,0,1,0,1,0,17.265
-896256,-17.0,-54662,-0.5555555555555554,344,317204,49.178333,334032,0,0,1,0,1,0,15.777
614400,0.011791999999999803,410356,0.4444444444444444,21407,164888,714.371,58253046,1,0,0,1,0,0,13.173
0,10.027847000000001,1369942,0.0,9886,317148,395.44,79678319,1,0,0,0,1,0,13.737
-1900800,5.062992000000001,-278333,-0.4444444444444444,7636,646196,254.922,8306231,1,0,0,0,1,0,60.104
748800,-0.0013949999999987028,2446309,0.4444444444444444,25773,262064,860.056,289012098,1,0,0,1,0,0,14.237
-1152000,-0.9699999999999989,525703,0.0,12795,219480,426.945,56821235,0,1,0,1,0,0,43.563
0,-4.969999999999999,-4627999,0.0,1318,155028,52.68,2449633,0,1,0,0,1,0,24.79
-748800,1.0,-38802,-0.4444444444444444,5978,335536,239.14166,14952277,0,1,0,0,1,0,42.071
-134400,5.0,-2704021,0.0,17438,218932,581.233,21504146,0,1,0,0,1,0,24.714
-1996800,-4.0,-575509,-0.4444444444444444,4081,608932,340.424,10403848,0,0,0,0,1,0,49.899
1900800,11.0,2260852,0.4444444444444444,3050,217544,127.221664,48993895,0,1,0,0,1,0,17.413
-748800,4.0,-455946,-0.4444444444444444,6520,217080,217.518,2258222,0,1,0,1,0,0,12.769
-748800,6.093457999999998,-4679989,-0.4444444444444444,3220,216820,107.443,4297868,1,0,0,1,0,0,22.689
-1152000,4.0,-3935297,0.0,12795,219480,426.945,56821235,0,1,0,0,0,1,14.413
96000,5.0,-2519875,0.0,8755,219480,292.092,17530090,0,1,0,0,1,0,13.161
0,5.093457999999998,-499989,0.0,3220,216820,107.443,4297868,1,0,0,0,1,0,11.741
1152000,15.0,5936818,0.0,1170,215712,39.055,29256190,0,1,0,0,0,1,12.021
614400,0.011791999999999803,410356,0.4444444444444444,21407,165564,714.371,58253046,1,0,0,0,1,0,17.193
-1900800,0.0929920000000024,18667,-0.4444444444444444,7636,221160,254.922,8306231,1,0,0,0,0,1,15.389
